epoch,phase,correlation,dim,entropy_x1,entropy_x2,h_independent_joint,h_theoretical,h_x1_given_x2,h_x2_given_x1,joint_entropy,kl_div_1,kl_div_1_per_dim,kl_div_2,kl_div_2_per_dim,kl_div_total,kl_marginals_per_dim_sum,kl_per_dim_sum,kl_sum_per_dim,kl_total_over_dims,kl_weight,kl_x1_per_dim,kl_x2_per_dim,loss,lr,mae,mae_x1_to_x2,mae_x2_to_x1,mi_gen_gen,mi_x1_to_x2,mi_x2_to_x1,mu1_learned,mu2_learned,mutual_information,mutual_information_per_dim,mutual_information_true_gen_proxy,ppo_clip,std1_learned,std2_learned
0,initial,-0.007098071446573417,1,3.996585342089081,4.029528152644293,8.026113494733373,1.4189,3.9965853420890802,4.029528152644293,8.063672320391293,0.00037320480257649086,0.00037320480257649086,0.0012770009714999618,0.0012770009714999618,0.0016502057740764528,0.0016502057740764528,0.0016502057740764528,0.0016502057740764528,0.0016502057740764528,0.003,0.00037320480257649086,0.0012770009714999618,0.0,2e-05,1.11964350938797,1.114833950996399,1.124453067779541,0.4896958846659114,0.4975348093853924,0.4818569599464304,1.9842230081558228,10.050532341003418,0.4896958846659114,0.4896958846659114,0.4896958846659114,0.1,1.0106812715530396,0.9995073676109314
1,ppo,0.0012329414807766446,1,3.9069360222563105,4.010436359949245,7.9173723822055555,1.4189,3.9069360222563105,4.010436359949246,8.009301764127384,0.0010934474210617558,0.0010934474210617558,0.0016427375714457425,0.0016427375714457425,0.002736184992507498,0.002736184992507498,0.002736184992507498,0.002736184992507498,0.002736184992507498,0.003,0.0010934474210617558,0.0016427375714457425,-3.8951908594170995e-08,2e-05,1.1211709380149841,1.1155694723129272,1.126772403717041,0.46414842797147404,0.4919774660502849,0.43631938989266317,1.9589014053344727,10.05686092376709,0.46414842797147404,0.46414842797147404,0.46414842797147404,0.1,1.010453224182129,1.0051186084747314
2,ppo,0.014985577842571438,1,4.007892567794489,4.032820352812757,8.040712920607245,1.4189,4.007892567794489,4.032820352812756,8.070972033328228,0.000438094874488533,0.000438094874488533,0.0004959451255028243,0.0004959451255028243,0.0009340399999913573,0.0009340399999913573,0.0009340399999913573,0.0009340399999913573,0.0009340399999913573,0.003,0.000438094874488533,0.0004959451255028243,-3.2948456696324516e-08,2e-05,1.1021182537078857,1.1039992570877075,1.100237250328064,0.49968647002501054,0.5153158343701563,0.4840571056798648,1.9707000255584717,10.022906303405762,0.49968647002501054,0.49968647002501054,0.49968647002501054,0.1,0.9928739070892334,0.984755277633667
3,ppo,0.014335547883830652,1,4.117778531931358,4.0550645664793725,8.17284309841073,1.4189,4.117778531931357,4.055064566479373,8.137037122229971,0.0010356471807464235,0.0010356471807464235,0.0024183057692092925,0.0024183057692092925,0.0034539529499557162,0.0034539529499557162,0.0034539529499557162,0.0034539529499557162,0.0034539529499557162,0.003,0.0010356471807464235,0.0024183057692092925,-3.392908156651941e-08,2e-05,1.119343638420105,1.1237244606018066,1.1149628162384033,0.5159548609456186,0.5082775805156299,0.5236321413756073,1.99087655544281,10.069462776184082,0.5159548609456186,0.5159548609456186,0.5159548609456186,0.1,1.0265140533447266,0.9975993633270264
4,ppo,0.019281536506916455,1,3.9694086697497672,4.034536078358439,8.003944748108207,1.4189,3.969408669749768,4.034536078358439,8.05258794707871,0.00022298470227133849,0.00022298470227133849,0.0010932339241211308,0.0010932339241211308,0.0013162186263924692,0.0013162186263924692,0.0013162186263924692,0.0013162186263924692,0.0013162186263924692,0.003,0.00022298470227133849,0.0010932339241211308,-3.636872279721981e-08,2e-05,1.1170254349708557,1.1190327405929565,1.1150181293487549,0.4790130487504798,0.48855360586335017,0.4694724916376094,2.009310483932495,10.045090675354004,0.4790130487504798,0.4790130487504798,0.4790130487504798,0.1,1.0083366632461548,1.0087677240371704
5,ppo,0.010017828311018488,1,4.016063239119208,4.040206296056479,8.056269535175687,1.4189,4.016063239119209,4.040206296056478,8.07875034061245,0.00030719198059079845,0.00030719198059079845,0.0026649764928509804,0.0026649764928509804,0.0029721684734417787,0.0029721684734417787,0.0029721684734417787,0.0029721684734417787,0.0029721684734417787,0.003,0.00030719198059079845,0.0026649764928509804,-3.664630882083131e-08,2e-05,1.1225435137748718,1.1264240741729736,1.11866295337677,0.4920674409766379,0.5089378154686539,0.4751970664846219,1.9974573850631714,10.07235336303711,0.4920674409766379,0.4920674409766379,0.4920674409766379,0.1,1.0123836994171143,1.0068979263305664
6,ppo,0.014698832692190337,1,3.9995273311616213,3.9935594553981,7.993086786559721,1.4189,3.9995273311616213,3.993559455398099,8.047158966304465,0.0006270420634321577,0.0006270420634321577,0.0032442246106276855,0.0032442246106276855,0.0038712666740598435,0.0038712666740598435,0.0038712666740598435,0.0038712666740598435,0.0038712666740598435,0.003,0.0006270420634321577,0.0032442246106276855,-3.37376178050075e-08,2e-05,1.1224761009216309,1.1369738578796387,1.107978343963623,0.4845938527635947,0.4922657822831278,0.4769219232440616,1.9653314352035522,10.075538635253906,0.4845938527635947,0.4845938527635947,0.4845938527635947,0.1,0.9905390739440918,1.0198431015014648
7,ppo,-0.015359233991568641,1,4.062139600941907,4.016780212306501,8.078919813248408,1.4189,4.062139600941908,4.0167802123065,8.09007547964881,0.00040246112844280555,0.00040246112844280555,0.001247375351547739,0.001247375351547739,0.0016498364799905447,0.0016498364799905447,0.0016498364799905447,0.0016498364799905447,0.0016498364799905447,0.003,0.00040246112844280555,0.001247375351547739,-4.371872109332209e-08,2e-05,1.1207741498947144,1.117573857307434,1.1239744424819946,0.48669806318470243,0.48877407159444175,0.4846220547749631,1.9752240180969238,10.04590892791748,0.48669806318470243,0.48669806318470243,0.48669806318470243,0.1,1.0045689344406128,1.0139447450637817
8,ppo,-0.02065012278587098,1,4.017356188538693,4.000685381061486,8.018041569600179,1.4189,4.017356188538692,4.000685381061487,8.059636357824695,3.681376676557407e-05,3.681376676557407e-05,0.0016223106168249744,0.0016223106168249744,0.0016591243835905485,0.0016591243835905485,0.0016591243835905485,0.0016591243835905485,0.0016591243835905485,0.003,3.681376676557407e-05,0.0016223106168249744,-4.3741515277917475e-08,2e-05,1.1180258393287659,1.109436273574829,1.1266154050827026,0.48807633829421215,0.49085660414732235,0.48529607244110196,1.9958330392837524,10.055584907531738,0.48807633829421215,0.48807633829421215,0.48807633829421215,0.1,0.9897229075431824,1.0088145732879639
9,ppo,-0.0027642081073167295,1,4.03760847579465,3.954537071269982,7.9921455470646325,1.4189,4.03760847579465,3.954537071269982,8.046688346556923,0.00011997767514623104,0.00011997767514623104,0.001272649260474602,0.001272649260474602,0.001392626935620833,0.001392626935620833,0.001392626935620833,0.001392626935620833,0.001392626935620833,0.003,0.00011997767514623104,0.001272649260474602,-2.4993080366408903e-08,2e-05,1.1159024238586426,1.1047470569610596,1.1270577907562256,0.4697581388831935,0.4625226728057541,0.4769936049606329,1.9877480268478394,10.0502347946167,0.4697581388831935,0.4697581388831935,0.4697581388831935,0.1,1.001607060432434,0.9967029690742493
10,ppo,0.011844295022602345,1,3.984265938054364,3.911894535440005,7.896160473494369,1.4189,3.9842659380543637,3.9118945354400054,7.998695809771791,0.00016010626448892124,0.00016010626448892124,0.0017162479154139894,0.0017162479154139894,0.0018763541799029105,0.0018763541799029105,0.0018763541799029105,0.0018763541799029105,0.0018763541799029105,0.003,0.00016010626448892124,0.0017162479154139894,-2.704747038492772e-08,2e-05,1.1286813020706177,1.1355257034301758,1.1218369007110596,0.45694533855637065,0.44485042056995816,0.46904025654278314,1.9890775680541992,10.051892280578613,0.45694533855637065,0.45694533855637065,0.45694533855637065,0.1,1.0049465894699097,1.0192925930023193
