epoch,phase,correlation,dim,entropy_x1,entropy_x2,h_independent_joint,h_theoretical,h_x1_given_x2,h_x2_given_x1,joint_entropy,kl_div_1,kl_div_1_per_dim,kl_div_2,kl_div_2_per_dim,kl_div_total,kl_marginals_per_dim_sum,kl_per_dim_sum,kl_sum_per_dim,kl_total_over_dims,kl_weight,kl_x1_per_dim,kl_x2_per_dim,loss,lr,mae,mae_x1_to_x2,mae_x2_to_x1,mi_gen_gen,mi_x1_to_x2,mi_x2_to_x1,mu1_learned,mu2_learned,mutual_information,mutual_information_per_dim,mutual_information_true_gen_proxy,ppo_clip,std1_learned,std2_learned
0,initial,0.0006628362304985189,10,39.87470338550818,40.43058871391262,80.3052920994208,14.189,0.0,0.0,28.36586057180739,0.0002563217137732091,0.0002563217137732091,0.00047466131506115677,0.00047466131506115677,0.0007309830288343658,0.0007309830288343658,0.0007309830288343658,0.0007309830288343658,0.007309830288343658,0.0001,0.0002563217137732091,0.00047466131506115677,0.0,0.0001,1.1301172971725464,1.1331604719161987,1.127074122428894,0.47333917923438296,0.4829786018013504,0.4636997566674155,2.005974769592285,10.003518104553223,0.47333917923438296,0.047333917923438294,0.47333917923438296,0.1,0.9943698644638062,1.004083275794983
1,ppo,0.0018832801997531589,10,40.10003196096732,40.21825553898207,80.31828749994939,14.189,0.0,0.0,28.116542602370938,0.012019598963551663,0.012019598963551663,0.004710175065783288,0.004710175065783288,0.01672977402933495,0.01672977402933495,0.01672977402933495,0.01672977402933495,0.1672977402933495,0.0001,0.012019598963551663,0.004710175065783288,-3.636028930031898e-06,0.0001,1.1225032806396484,1.1288576126098633,1.1161489486694336,0.4740447973995424,0.47617099658034007,0.4719185982187448,1.951904535293579,9.987286567687988,0.4740447973995424,0.04740447973995424,0.4740447973995424,0.1,0.9641062617301941,0.9957581758499146
2,ppo,0.003239848374550983,10,40.320730207409625,40.26303740217215,80.58376760958177,14.189,0.0,0.0,28.15642508688306,0.009723967290148476,0.009723967290148476,0.006746541263402767,0.006746541263402767,0.01647050855355124,0.01647050855355124,0.01647050855355124,0.01647050855355124,0.1647050855355124,0.0001,0.009723967290148476,0.006746541263402767,-3.3538871605287567e-06,0.0001,1.1276569962501526,1.128993034362793,1.1263209581375122,0.4797080241274213,0.4782728903342305,0.48114315792061213,1.9802764654159546,9.97896671295166,0.4797080241274213,0.04797080241274213,0.4797080241274213,0.1,0.9869542121887207,0.9930116534233093
3,ppo,0.00047040434164930645,10,40.28136679798521,40.01815346385228,80.29952026183749,14.189,0.0,0.0,28.239171234634313,0.01751657266104583,0.01751657266104583,0.005820133654820802,0.005820133654820802,0.02333670631586663,0.02333670631586663,0.02333670631586663,0.02333670631586663,0.2333670631586663,0.0001,0.01751657266104583,0.005820133654820802,-3.2459014448704694e-06,0.0001,1.1379207372665405,1.1322790384292603,1.1435624361038208,0.4744283023453479,0.47045297899674565,0.4784036256939501,2.0441601276397705,9.976311683654785,0.4744283023453479,0.047442830234534786,0.4744283023453479,0.1,1.0043973922729492,1.0016942024230957
4,ppo,0.005200747807126907,10,40.15338117411454,40.2968066178645,80.45018779197903,14.189,0.0,0.0,28.128031437301537,0.03927266872557881,0.03927266872557881,0.00866350690178647,0.00866350690178647,0.04793617562736528,0.04793617562736528,0.04793617562736528,0.04793617562736528,0.47936175627365285,0.0001,0.03927266872557881,0.00866350690178647,-3.344648035863429e-06,0.0001,1.1386489868164062,1.1308320760726929,1.1464658975601196,0.47584573131697955,0.4756121021215788,0.4760793605123803,2.096513271331787,9.944395065307617,0.47584573131697955,0.047584573131697956,0.47584573131697955,0.1,0.9983471035957336,0.9944062232971191
5,ppo,-0.005863783304939999,10,40.50328050289514,40.21583141623416,80.71911191912929,14.189,0.0,0.0,28.345823477985157,0.03751115568981882,0.03751115568981882,0.01591110790705503,0.01591110790705503,0.05342226359687385,0.05342226359687385,0.05342226359687385,0.05342226359687385,0.5342226359687384,0.0001,0.03751115568981882,0.01591110790705503,-3.4952648775288253e-06,0.0001,1.1572295427322388,1.1476190090179443,1.1668400764465332,0.47710645315155864,0.4704738834912202,0.483739022811897,2.0582170486450195,9.960408210754395,0.47710645315155864,0.04771064531515586,0.47710645315155864,0.1,1.0275986194610596,1.0211474895477295
6,ppo,-7.588640243363989e-05,10,40.301480532456544,40.1525654954678,80.45404602792433,14.189,0.0,0.0,28.421864390020197,0.03706140962014131,0.03706140962014131,0.021620360459084186,0.021620360459084186,0.058681770079225495,0.058681770079225495,0.058681770079225495,0.058681770079225495,0.5868177007922549,0.0001,0.03706140962014131,0.021620360459084186,-3.6991878175740565e-06,0.0001,1.1609228253364563,1.1582599878311157,1.1635856628417969,0.47691902662392277,0.4733104303742266,0.48052762287361894,1.9958778619766235,9.967851638793945,0.47691902662392277,0.047691902662392274,0.47691902662392277,0.1,1.0220426321029663,1.0387054681777954
7,ppo,0.0021475262572160808,10,40.546796374065714,40.41371153843124,80.96050791249695,14.189,0.0,0.0,28.484820419443896,0.0356133407566084,0.0356133407566084,0.017613823096811383,0.017613823096811383,0.05322716385341979,0.05322716385341979,0.05322716385341979,0.05322716385341979,0.5322716385341979,0.0001,0.0356133407566084,0.017613823096811383,-3.2582746428033717e-06,0.0001,1.1613510847091675,1.1623891592025757,1.1603130102157593,0.48382754243750803,0.47998700449869974,0.48766808037631637,2.0215611457824707,9.931624412536621,0.48382754243750803,0.048382754243750804,0.48382754243750803,0.1,1.0264352560043335,1.0506389141082764
8,ppo,0.010864282888778158,10,40.167858972647984,40.798568874270686,80.96642784691866,14.189,0.0,0.0,28.512031961819524,0.05134865560920685,0.05134865560920685,0.04001764104689384,0.04001764104689384,0.09136629665610069,0.09136629665610069,0.09136629665610069,0.09136629665610069,0.9136629665610069,0.0001,0.05134865560920685,0.04001764104689384,-3.1791793333013628e-06,0.0001,1.172722339630127,1.182207703590393,1.1632369756698608,0.48408158015646474,0.4954619794211366,0.4727011808917929,2.0262503623962402,9.921945571899414,0.48408158015646474,0.04840815801564648,0.48408158015646474,0.1,1.0241658687591553,1.0701898336410522
9,ppo,-0.003424114258946647,10,40.31059339157479,40.34683891710917,80.65743230868395,14.189,0.0,0.0,28.454761444193494,0.03962041811171117,0.03962041811171117,0.021432520739033126,0.021432520739033126,0.061052938850744295,0.061052938850744295,0.061052938850744295,0.061052938850744295,0.610529388507443,0.0001,0.03962041811171117,0.021432520739033126,-3.172002251972117e-06,0.0001,1.1647880673408508,1.1681476831436157,1.161428451538086,0.4802020778464224,0.4807217354951791,0.47968242019766566,2.0362181663513184,9.927008628845215,0.4802020778464224,0.048020207784642235,0.4802020778464224,0.1,1.0120093822479248,1.0593854188919067
10,ppo,0.0017611130677292793,10,40.18886213282142,40.24206988517247,80.43093201799388,14.189,0.0,0.0,28.486587857284867,0.058423269637755314,0.058423269637755314,0.01667522861504737,0.01667522861504737,0.07509849825280268,0.07509849825280268,0.07509849825280268,0.07509849825280268,0.7509849825280268,0.0001,0.058423269637755314,0.01667522861504737,-3.165624229950481e-06,0.0001,1.168742060661316,1.1685057878494263,1.1689783334732056,0.47586805863663784,0.4760987371601316,0.4756373801131441,2.065483570098877,9.913187026977539,0.47586805863663784,0.04758680586366378,0.47586805863663784,0.1,1.0176206827163696,1.0613958835601807
