epoch,phase,correlation,dim,entropy_x1,entropy_x2,h_independent_joint,h_theoretical,h_x1_given_x2,h_x2_given_x1,joint_entropy,kl_div_1,kl_div_1_per_dim,kl_div_2,kl_div_2_per_dim,kl_div_total,kl_marginals_per_dim_sum,kl_per_dim_sum,kl_sum_per_dim,kl_total_over_dims,kl_weight,kl_x1_per_dim,kl_x2_per_dim,loss,lr,mae,mae_x1_to_x2,mae_x2_to_x1,mi_gen_gen,mi_x1_to_x2,mi_x2_to_x1,mu1_learned,mu2_learned,mutual_information,mutual_information_per_dim,mutual_information_true_gen_proxy,ppo_clip,std1_learned,std2_learned
0,initial,-0.002450214521612557,2,8.116803540904584,8.016425091713824,16.13322863261841,2.8378,0.0,0.0,5.688630185885596,0.0008451463586624055,0.0008451463586624055,0.0009879191289691163,0.0009879191289691163,0.0018330654876315218,0.0018330654876315218,0.0018330654876315218,0.0018330654876315218,0.0036661309752630436,0.001,0.0008451463586624055,0.0009879191289691163,0.0,5e-05,1.1304723620414734,1.1250449419021606,1.1358997821807861,0.4770708536533803,0.4679247475767938,0.4862169597299668,1.9804580211639404,10.039931297302246,0.4770708536533803,0.23853542682669016,0.4770708536533803,0.05,1.0070922374725342,0.9970714449882507
1,ppo,0.01012875634432529,2,7.991682545962155,8.079178112922042,16.070860658884197,2.8378,0.0,0.0,5.7068402367856805,0.003193313871480011,0.003193313871480011,0.0008464628886504521,0.0008464628886504521,0.004039776760130463,0.004039776760130463,0.004039776760130463,0.004039776760130463,0.008079553520260926,0.001,0.003193313871480011,0.0008464628886504521,-2.292371655165937e-07,5e-05,1.1392744779586792,1.1495146751403809,1.1290342807769775,0.4786258836087882,0.47912940787123004,0.4781223593463464,1.9435242414474487,10.004133224487305,0.4786258836087882,0.2393129418043941,0.4786258836087882,0.05,0.9944368004798889,1.0287647247314453
2,ppo,-0.0043596234949196625,2,8.067538787367274,8.102647019406106,16.170185806773382,2.8378,0.0,0.0,5.66626826408768,0.0017896858581071939,0.0017896858581071939,0.0016080718893657403,0.0016080718893657403,0.003397757747472934,0.003397757747472934,0.003397757747472934,0.003397757747472934,0.006795515494945868,0.001,0.0017896858581071939,0.0016080718893657403,-1.7025981046414617e-07,5e-05,1.12687349319458,1.11367928981781,1.14006769657135,0.4910335971664703,0.4913611591884566,0.4907060351444841,1.9987194538116455,10.018205642700195,0.4910335971664703,0.24551679858323516,0.4910335971664703,0.05,1.0086933374404907,0.9745209217071533
3,ppo,-0.011020064431015192,2,8.202419944516304,7.88049012984923,16.082910074365536,2.8378,0.0,0.0,5.716247254334558,0.0025941920248197465,0.0025941920248197465,0.002842997649752791,0.002842997649752791,0.005437189674572537,0.005437189674572537,0.005437189674572537,0.005437189674572537,0.010874379349145074,0.001,0.0025941920248197465,0.002842997649752791,-1.8944578830115689e-07,5e-05,1.140504240989685,1.1219854354858398,1.1590230464935303,0.48374620468836227,0.44894462957733827,0.5185477797993863,1.9860069751739502,10.070353507995605,0.48374620468836227,0.24187310234418113,0.48374620468836227,0.05,1.0346877574920654,0.9974137544631958
4,ppo,-0.00503485409004516,2,7.950472313117679,8.075326318775847,16.025798631893526,2.8378,0.0,0.0,5.669534655039531,0.0007640347152149002,0.0007640347152149002,0.0016529333221274463,0.0016529333221274463,0.0024169680373423465,0.0024169680373423465,0.0024169680373423465,0.0024169680373423465,0.004833936074684693,0.001,0.0007640347152149002,0.0016529333221274463,-1.5586015510438146e-07,5e-05,1.1314849853515625,1.129667043685913,1.133302927017212,0.47274070553165304,0.47270342748494354,0.47277798357836254,1.9832234382629395,10.055012702941895,0.47274070553165304,0.23637035276582652,0.47274070553165304,0.05,0.9963337182998657,0.9891296625137329
5,ppo,-0.0027956946171613017,2,8.135835517145974,8.139218526989364,16.275054044135338,2.8378,0.0,0.0,5.704656450686199,0.002541622146690733,0.002541622146690733,0.002927940238679147,0.002927940238679147,0.00546956238536988,0.00546956238536988,0.00546956238536988,0.00546956238536988,0.01093912477073976,0.001,0.002541622146690733,0.002927940238679147,-1.6912620921516463e-07,5e-05,1.1359904408454895,1.1351370811462402,1.1368438005447388,0.49179938933673695,0.49169344425683903,0.49190533441663487,1.9931795597076416,10.074407577514648,0.49179938933673695,0.24589969466836847,0.49179938933673695,0.05,1.0096384286880493,1.011125087738037
6,ppo,0.014433816797255757,2,8.14252702205739,7.95913260615189,16.10165962820928,2.8378,0.0,0.0,5.6998145340329724,0.002496243508638209,0.002496243508638209,0.004834478536343012,0.004834478536343012,0.0073307220449812215,0.0073307220449812215,0.0073307220449812215,0.0073307220449812215,0.014661444089962443,0.001,0.002496243508638209,0.004834478536343012,-1.826469415378007e-07,5e-05,1.135580599308014,1.1367512941360474,1.1344099044799805,0.48616006375720056,0.4603477170301904,0.5119724104842107,1.9647272825241089,10.087553977966309,0.48616006375720056,0.24308003187860028,0.48616006375720056,0.05,1.0144848823547363,1.001760721206665
7,ppo,0.0003247358387852993,2,8.000642449153583,7.94466278545511,15.945305234608693,2.8378,0.0,0.0,5.695386145266665,0.001889077319742574,0.001889077319742574,0.0007835871272557545,0.0007835871272557545,0.0026726644469983285,0.0026726644469983285,0.0026726644469983285,0.0026726644469983285,0.005345328893996657,0.001,0.001889077319742574,0.0007835871272557545,-1.6645295608519461e-07,5e-05,1.1314177513122559,1.123550295829773,1.1392852067947388,0.4716072729025751,0.46848313312465306,0.4747314126804971,1.9577198028564453,10.02932357788086,0.4716072729025751,0.23580363645128755,0.4716072729025751,0.05,1.011135458946228,0.999502420425415
8,ppo,0.01379008523486739,2,8.101362532633978,8.06918526643577,16.170547799069748,2.8378,0.0,0.0,5.68987583475025,0.0005942213716218496,0.0005942213716218496,0.000581915872682863,0.000581915872682863,0.0011761372443047126,0.0011761372443047126,0.0011761372443047126,0.0011761372443047126,0.002352274488609425,0.001,0.0005942213716218496,0.000581915872682863,-1.7847641617940723e-07,5e-05,1.128322184085846,1.120684266090393,1.1359601020812988,0.4921222250445887,0.48502776567104045,0.49921668441813694,1.9820277690887451,10.01469612121582,0.4921222250445887,0.24606111252229435,0.4921222250445887,0.05,1.0082294940948486,0.997314453125
9,ppo,-0.020618939596252217,2,8.147226765396617,8.009546524111197,16.156773289507814,2.8378,0.0,0.0,5.658058613810868,0.00037058036358064966,0.00037058036358064966,0.001092588340923389,0.001092588340923389,0.0014631687045040386,0.0014631687045040386,0.0014631687045040386,0.0014631687045040386,0.002926337409008077,0.001,0.00037058036358064966,0.001092588340923389,-1.4541096047260282e-07,5e-05,1.1288628578186035,1.1136112213134766,1.1441144943237305,0.4821730956136494,0.46297890357769766,0.5013672876496011,1.9991024732589722,10.025535583496094,0.4821730956136494,0.2410865478068247,0.4821730956136494,0.05,0.9972348213195801,0.977050244808197
