dim,winner,es_score,es_kl,es_corr,es_mae,es_mi,es_mi_per_dim,es_cfg,ppo_score,ppo_kl,ppo_corr,ppo_mae,ppo_mi,ppo_mi_per_dim,ppo_cfg
1,PPO,nan,nan,nan,nan,nan,nan,(none),3.271430330880418,0.0025394493083279036,0.011971638600313547,1.12495756149292,0.4598930242984691,0.4598930242984691,kl_w=0.0003 clip=0.02 lr=1e-05
2,PPO,nan,nan,nan,nan,nan,nan,(none),3.3048655193889718,0.006422199060598394,0.002781018758097916,1.1174389719963074,0.45954817653972024,0.22977408826986012,kl_w=0.0003 clip=0.05 lr=5e-05
5,PPO,nan,nan,nan,nan,nan,nan,(none),3.3477199048045576,0.0011968928466274309,0.0002917645961281051,1.1221482157707214,0.4668089120200965,0.0933617824040193,kl_w=0.003 clip=0.1 lr=1e-05
10,PPO,nan,nan,nan,nan,nan,nan,(none),3.3663409883660123,0.0016138914540820223,0.0003671500509797752,1.1253131031990051,0.47769747354198727,0.04776974735419873,kl_w=0.003 clip=0.02 lr=1e-05
20,PPO,nan,nan,nan,nan,nan,nan,(none),3.363528050164682,0.0025693777401484636,0.0015306773041686775,1.1223871111869812,0.26164816401229973,0.013082408200614987,kl_w=0.0001 clip=0.02 lr=1e-05
30,PPO,nan,nan,nan,nan,nan,nan,(none),3.36358067423064,0.008191292957475343,-0.0008066276461095932,1.1209484338760376,0.2564270452616073,0.00854756817538691,kl_w=0.001 clip=0.1 lr=2e-05
