epoch,phase,correlation,dim,entropy_x1,entropy_x2,h_independent_joint,h_theoretical,h_x1_given_x2,h_x2_given_x1,joint_entropy,kl_div_1,kl_div_1_per_dim,kl_div_2,kl_div_2_per_dim,kl_div_total,kl_marginals_per_dim_sum,kl_per_dim_sum,kl_sum_per_dim,kl_total_over_dims,kl_weight,kl_x1_per_dim,kl_x2_per_dim,loss,lr,mae,mae_x1_to_x2,mae_x2_to_x1,mi_gen_gen,mi_x1_to_x2,mi_x2_to_x1,mu1_learned,mu2_learned,mutual_information,mutual_information_per_dim,mutual_information_true_gen_proxy,ppo_clip,std1_learned,std2_learned
0,initial,-1.9606697715998656e-05,5,20.227839368901712,20.135671068218837,40.36351043712055,7.0945,0.0,0.0,14.18543922740965,0.000506876475033064,0.000506876475033064,0.0004149109936635453,0.0004149109936635453,0.0009217874686966093,0.0009217874686966093,0.0009217874686966093,0.0009217874686966093,0.004608937343483046,0.003,0.000506876475033064,0.0004149109936635453,0.0,0.0001,1.132538914680481,1.1351808309555054,1.1298969984054565,0.480728163723636,0.47461046055094547,0.4868458668963266,2.0040602684020996,9.994026184082031,0.480728163723636,0.0961456327447272,0.480728163723636,0.1,0.9967085719108582,0.9946725964546204
1,ppo,0.011958170918445449,5,20.1254247059217,20.125242759458214,40.25066746537991,7.0945,0.0,0.0,14.220362163576214,0.0024461846569221873,0.0024461846569221873,0.0005727563826657574,0.0005727563826657574,0.0030189410395879447,0.0030189410395879447,0.0030189410395879447,0.0030189410395879447,0.015094705197939724,0.003,0.0024461846569221873,0.0005727563826657574,-1.5058496799724709e-06,0.0001,1.1296824216842651,1.1294256448745728,1.1299391984939575,0.4791946788545173,0.4805178990751958,0.4778714586338387,1.9890129566192627,9.987707138061523,0.4791946788545173,0.09583893577090345,0.4791946788545173,0.1,1.0051530599594116,1.000512719154358
2,ppo,0.00478753059207219,5,20.27266811603523,20.19357152356773,40.46623963960296,7.0945,0.0,0.0,14.236253126575939,0.0015381788095433927,0.0015381788095433927,0.000999804218585365,0.000999804218585365,0.0025379830281287577,0.0025379830281287577,0.0025379830281287577,0.0025379830281287577,0.012689915140643788,0.003,0.0015381788095433927,0.000999804218585365,-1.1030223618035962e-06,0.0001,1.134179174900055,1.130905270576477,1.1374530792236328,0.4849899520862162,0.4780667147790064,0.491913189393426,1.9837558269500732,10.007463455200195,0.4849899520862162,0.09699799041724325,0.4849899520862162,0.1,1.0121177434921265,0.9992855191230774
3,ppo,-0.005287486870589546,5,20.277885484555146,19.994396760818162,40.272282245373304,7.0945,0.0,0.0,14.323945177890337,0.0028347817380632487,0.0028347817380632487,0.0013764296548415226,0.0013764296548415226,0.0042112113929047715,0.0042112113929047715,0.0042112113929047715,0.0042112113929047715,0.021056056964523857,0.003,0.0028347817380632487,0.0013764296548415226,-9.83624497052915e-07,0.0001,1.1459790468215942,1.1435950994491577,1.1483629941940308,0.48337829901095225,0.4726834275441941,0.4940731704777104,2.024465799331665,10.026399612426758,0.48337829901095225,0.09667565980219045,0.48337829901095225,0.1,1.0191693305969238,1.0289024114608765
4,ppo,-0.0045928704376053875,5,20.076874083867885,20.111308664372967,40.18818274824085,7.0945,0.0,0.0,14.226098216723845,0.0025499051360655376,0.0025499051360655376,0.0021867895579387856,0.0021867895579387856,0.004736694694004323,0.004736694694004323,0.004736694694004323,0.004736694694004323,0.023683473470021615,0.003,0.0025499051360655376,0.0021867895579387856,-9.684373672769197e-07,0.0001,1.1380415558815002,1.1367303133010864,1.139352798461914,0.4705474394478233,0.4677137858327226,0.473381093062924,2.0094592571258545,9.981319427490234,0.4705474394478233,0.09410948788956466,0.4705474394478233,0.1,1.0081640481948853,1.0001531839370728
5,ppo,-0.008827864110845334,5,20.144236728987998,20.203106595172656,40.347343324160654,7.0945,0.0,0.0,14.268218126109458,0.0031996938834628176,0.0031996938834628176,0.0017887007659068608,0.0017887007659068608,0.004988394649369678,0.004988394649369678,0.004988394649369678,0.004988394649369678,0.024941973246848388,0.003,0.0031996938834628176,0.0017887007659068608,-9.873477935684604e-07,0.0001,1.1420707702636719,1.146497368812561,1.1376441717147827,0.4792333928953284,0.48015152312199644,0.4783152626686604,2.0250134468078613,10.00688648223877,0.4792333928953284,0.09584667857906568,0.4792333928953284,0.1,1.0019947290420532,1.023679494857788
6,ppo,0.0020672178339042452,5,20.057489562492787,19.823670164482678,39.88115972697547,7.0945,0.0,0.0,14.25292677579068,0.0038347447727090055,0.0038347447727090055,0.00041557546817807693,0.00041557546817807693,0.004250320240887082,0.004250320240887082,0.004250320240887082,0.004250320240887082,0.02125160120443541,0.003,0.0038347447727090055,0.00041557546817807693,-1.0719166304795636e-06,0.0001,1.1361785531044006,1.1315414905548096,1.1408156156539917,0.4641090338228129,0.45624642161199275,0.47197164603363306,1.9723432064056396,10.00061321258545,0.4641090338228129,0.09282180676456257,0.4641090338228129,0.1,1.0157134532928467,1.0037133693695068
7,ppo,0.006160419105807554,5,20.039766957607146,20.02042296105139,40.06018991865854,7.0945,0.0,0.0,14.184864448919548,0.0014868944639195158,0.0014868944639195158,0.0008237439715883218,0.0008237439715883218,0.0023106384355078375,0.0023106384355078375,0.0023106384355078375,0.0023106384355078375,0.011553192177539189,0.003,0.0014868944639195158,0.0008237439715883218,-9.482708357211323e-07,0.0001,1.123207151889801,1.1332591772079468,1.1131551265716553,0.4702585322051151,0.4676926860626901,0.4728243783475401,1.9907770156860352,10.00379467010498,0.4702585322051151,0.09405170644102302,0.4702585322051151,0.1,0.9787832498550415,1.0124520063400269
8,ppo,0.00630042379360256,5,20.211649581671512,20.297564205450424,40.509213787121936,7.0945,0.0,0.0,14.213469762819711,0.0016873363053540105,0.0016873363053540105,0.0010620790055557946,0.0010620790055557946,0.002749415310909805,0.002749415310909805,0.002749415310909805,0.002749415310909805,0.013747076554549025,0.003,0.0016873363053540105,0.0010620790055557946,-9.364219998531098e-07,0.0001,1.1323989629745483,1.1374940872192383,1.1273038387298584,0.4826088906655325,0.4841942263894623,0.4810235549416026,1.9832868576049805,9.994999885559082,0.4826088906655325,0.0965217781331065,0.4826088906655325,0.1,0.9905484318733215,1.014796495437622
9,ppo,-0.011793254990832116,5,20.259289458201877,20.157199705019284,40.41648916322116,7.0945,0.0,0.0,14.25500630319067,0.0024033531106741886,0.0024033531106741886,0.0004605210726809147,0.0004605210726809147,0.0028638741833551034,0.0028638741833551034,0.0028638741833551034,0.0028638741833551034,0.014319370916775518,0.003,0.0024033531106741886,0.0004605210726809147,-1.021119403077364e-06,0.0001,1.1395913362503052,1.1257362365722656,1.1534464359283447,0.48362216139768666,0.4760436665252531,0.4912006562701203,1.9922420978546143,10.006844520568848,0.48362216139768666,0.09672443227953734,0.48362216139768666,0.1,1.0176856517791748,1.0026814937591553
